date,product_id,location,sales,price,revenue,inventory_level,reorder_level,replenishment_triggered,stock_out_risk,lead_time_days,is_promotion,promotion_discount_pct,seasonal_factor
2025-01-01,Headphones,Hyderabad,80,3000,240000,159,40,1,0,6,1,17.2,1.15
2025-01-01,Headphones,Mumbai,91,3000,273000,97,40,1,0,5,1,17.2,1.15
2025-01-01,Headphones,Delhi,88,3000,264000,105,40,0,0,3,1,17.2,1.15
2025-01-01,Headphones,Bangalore,78,3000,234000,168,40,1,0,4,1,17.2,1.15
2025-01-01,Headphones,Chennai,93,3000,279000,69,40,1,0,6,1,17.2,1.15
2025-01-01,Headphones,Pune,92,3000,276000,50,40,0,0,2,1,17.2,1.15
2025-01-01,Headphones,Kolkata,94,3000,282000,135,40,1,0,7,1,17.2,1.15
2025-01-01,Headphones,Ahmedabad,95,3000,285000,46,40,0,0,4,1,17.2,1.15
2025-01-01,Smartwatch,Hyderabad,55,8000,440000,23,20,0,0,5,1,17.2,1.15
2025-01-01,Smartwatch,Mumbai,50,8000,400000,106,20,0,0,6,1,17.2,1.15
2025-01-01,Smartwatch,Delhi,47,8000,376000,87,20,0,0,7,1,17.2,1.15
2025-01-01,Smartwatch,Bangalore,52,8000,416000,126,20,0,0,2,1,17.2,1.15
2025-01-01,Smartwatch,Chennai,49,8000,392000,121,20,1,0,3,1,17.2,1.15
2025-01-01,Smartwatch,Pune,55,8000,440000,118,20,0,0,2,1,17.2,1.15
2025-01-01,Smartwatch,Kolkata,59,8000,472000,68,20,1,0,2,1,17.2,1.15
2025-01-01,Smartwatch,Ahmedabad,53,8000,424000,99,20,0,0,7,1,17.2,1.15
2025-01-01,Keyboard,Hyderabad,106,1500,159000,66,35,1,0,6,1,17.2,1.15
2025-01-01,Keyboard,Mumbai,91,1500,136500,102,35,1,0,4,1,17.2,1.15
2025-01-01,Keyboard,Delhi,93,1500,139500,107,35,1,0,6,1,17.2,1.15
2025-01-01,Keyboard,Bangalore,87,1500,130500,151,35,1,0,2,1,17.2,1.15
2025-01-01,Keyboard,Chennai,82,1500,123000,101,35,0,0,5,1,17.2,1.15
2025-01-01,Keyboard,Pune,88,1500,132000,82,35,1,0,7,1,17.2,1.15
2025-01-01,Keyboard,Kolkata,102,1500,153000,82,35,0,0,2,1,17.2,1.15
2025-01-01,Keyboard,Ahmedabad,89,1500,133500,83,35,0,0,2,1,17.2,1.15
2025-01-01,Monitor,Hyderabad,71,18000,1278000,56,15,0,0,6,1,17.2,1.15
2025-01-01,Monitor,Mumbai,64,18000,1152000,48,15,0,0,6,1,17.2,1.15
2025-01-01,Monitor,Delhi,55,18000,990000,55,15,0,0,4,1,17.2,1.15
2025-01-01,Monitor,Bangalore,72,18000,1296000,65,15,1,0,2,1,17.2,1.15
2025-01-01,Monitor,Chennai,75,18000,1350000,68,15,0,0,5,1,17.2,1.15
2025-01-01,Monitor,Pune,54,18000,972000,15,15,0,0,5,1,17.2,1.15
2025-01-01,Monitor,Kolkata,62,18000,1116000,94,15,0,0,4,1,17.2,1.15
2025-01-01,Monitor,Ahmedabad,72,18000,1296000,99,15,0,0,7,1,17.2,1.15
2025-01-01,Mouse,Hyderabad,120,800,96000,79,50,1,0,5,1,17.2,1.15
2025-01-01,Mouse,Mumbai,115,800,92000,59,50,1,0,6,1,17.2,1.15
2025-01-01,Mouse,Delhi,133,800,106400,166,50,1,0,7,1,17.2,1.15
2025-01-01,Mouse,Bangalore,135,800,108000,134,50,1,0,7,1,17.2,1.15
2025-01-01,Mouse,Chennai,130,800,104000,110,50,1,0,4,1,17.2,1.15
2025-01-01,Mouse,Pune,125,800,100000,64,50,0,0,3,1,17.2,1.15
2025-01-01,Mouse,Kolkata,111,800,88800,80,50,0,0,6,1,17.2,1.15
2025-01-01,Mouse,Ahmedabad,133,800,106400,100,50,1,0,7,1,17.2,1.15
2025-01-01,Printer,Hyderabad,38,12000,456000,28,10,0,0,7,1,17.2,1.15
2025-01-01,Printer,Mumbai,49,12000,588000,29,10,0,0,7,1,17.2,1.15
2025-01-01,Printer,Delhi,39,12000,468000,88,10,0,0,5,1,17.2,1.15
2025-01-01,Printer,Bangalore,39,12000,468000,51,10,0,0,6,1,17.2,1.15
2025-01-01,Printer,Chennai,39,12000,468000,71,10,0,0,4,1,17.2,1.15
2025-01-01,Printer,Pune,40,12000,480000,144,10,0,0,4,1,17.2,1.15
2025-01-01,Printer,Kolkata,33,12000,396000,66,10,0,0,2,1,17.2,1.15
2025-01-01,Printer,Ahmedabad,40,12000,480000,40,10,0,0,7,1,17.2,1.15
2025-01-01,Speaker,Hyderabad,79,4000,316000,26,25,0,0,5,1,17.2,1.15
2025-01-01,Speaker,Mumbai,91,4000,364000,86,25,1,0,2,1,17.2,1.15
2025-01-01,Speaker,Delhi,81,4000,324000,62,25,0,0,3,1,17.2,1.15
2025-01-01,Speaker,Bangalore,75,4000,300000,60,25,1,0,6,1,17.2,1.15
2025-01-01,Speaker,Chennai,77,4000,308000,45,25,0,0,7,1,17.2,1.15
2025-01-01,Speaker,Pune,90,4000,360000,74,25,1,0,3,1,17.2,1.15
2025-01-01,Speaker,Kolkata,88,4000,352000,39,25,0,0,3,1,17.2,1.15
2025-01-01,Speaker,Ahmedabad,70,4000,280000,59,25,0,0,4,1,17.2,1.15
2025-01-02,Laptop,Hyderabad,66,55000,3630000,21,20,0,0,6,0,0.0,1.15
2025-01-02,Laptop,Mumbai,71,55000,3905000,48,20,0,0,2,0,0.0,1.15
2025-01-02,Laptop,Delhi,62,55000,3410000,37,20,0,0,6,0,0.0,1.15
2025-01-02,Laptop,Bangalore,48,55000,2640000,81,20,1,0,2,0,0.0,1.15
2025-01-02,Laptop,Chennai,69,55000,3795000,79,20,1,0,2,0,0.0,1.15
2025-01-02,Laptop,Pune,62,55000,3410000,138,20,1,0,4,0,0.0,1.15
2025-01-02,Laptop,Kolkata,62,55000,3410000,112,20,1,0,3,0,0.0,1.15
2025-01-02,Laptop,Ahmedabad,66,55000,3630000,45,20,1,0,4,0,0.0,1.15
2025-01-02,Mobile,Hyderabad,93,20000,1860000,34,30,1,0,2,0,0.0,1.15
2025-01-02,Mobile,Mumbai,74,20000,1480000,37,30,1,0,6,0,0.0,1.15
2025-01-02,Mobile,Delhi,86,20000,1720000,81,30,1,0,7,0,0.0,1.15
2025-01-02,Mobile,Bangalore,100,20000,2000000,85,30,1,0,7,0,0.0,1.15
2025-01-02,Mobile,Chennai,100,20000,2000000,70,30,1,0,3,0,0.0,1.15
2025-01-02,Mobile,Pune,105,20000,2100000,65,30,1,0,3,0,0.0,1.15
2025-01-02,Mobile,Kolkata,95,20000,1900000,46,30,0,0,3,0,0.0,1.15
2025-01-02,Mobile,Ahmedabad,93,20000,1860000,92,30,1,0,5,0,0.0,1.15
2025-01-02,Tablet,Hyderabad,69,30000,2070000,34,25,0,0,7,0,0.0,1.15
2025-01-02,Tablet,Mumbai,41,30000,1230000,127,25,1,0,3,0,0.0,1.15
2025-01-02,Tablet,Delhi,41,30000,1230000,132,25,1,0,5,0,0.0,1.15
2025-01-02,Tablet,Bangalore,57,30000,1710000,107,25,1,0,4,0,0.0,1.15
2025-01-02,Tablet,Chennai,38,30000,1140000,44,25,1,0,6,0,0.0,1.15
2025-01-02,Tablet,Pune,46,30000,1380000,99,25,0,0,5,0,0.0,1.15
2025-01-02,Tablet,Kolkata,62,30000,1860000,40,25,0,0,3,0,0.0,1.15
2025-01-02,Tablet,Ahmedabad,45,30000,1350000,104,25,1,0,2,0,0.0,1.15
2025-01-02,Headphones,Hyderabad,68,3000,204000,91,40,0,0,7,0,0.0,1.15
2025-01-02,Headphones,Mumbai,82,3000,246000,78,40,1,0,6,0,0.0,1.15
2025-01-02,Headphones,Delhi,77,3000,231000,119,40,1,0,3,0,0.0,1.15
2025-01-02,Headphones,Bangalore,83,3000,249000,85,40,0,0,5,0,0.0,1.15
2025-01-02,Headphones,Chennai,73,3000,219000,59,40,1,0,5,0,0.0,1.15
2025-01-02,Headphones,Pune,71,3000,213000,71,40,1,0,6,0,0.0,1.15
2025-01-02,Headphones,Kolkata,69,3000,207000,66,40,0,0,5,0,0.0,1.15
2025-01-02,Headphones,Ahmedabad,65,3000,195000,122,40,1,0,6,0,0.0,1.15
2025-01-02,Smartwatch,Hyderabad,49,8000,392000,72,20,1,0,6,0,0.0,1.15
2025-01-02,Smartwatch,Mumbai,34,8000,272000,72,20,0,0,4,0,0.0,1.15
2025-01-02,Smartwatch,Delhi,33,8000,264000,54,20,0,0,4,0,0.0,1.15
2025-01-02,Smartwatch,Bangalore,46,8000,368000,80,20,0,0,7,0,0.0,1.15
2025-01-02,Smartwatch,Chennai,43,8000,344000,78,20,0,0,4,0,0.0,1.15
2025-01-02,Smartwatch,Pune,36,8000,288000,82,20,0,0,4,0,0.0,1.15
2025-01-02,Smartwatch,Kolkata,41,8000,328000,27,20,0,0,5,0,0.0,1.15
2025-01-02,Smartwatch,Ahmedabad,47,8000,376000,52,20,0,0,6,0,0.0,1.15
2025-01-02,Keyboard,Hyderabad,68,1500,102000,87,35,1,0,7,0,0.0,1.15
2025-01-02,Keyboard,Mumbai,66,1500,99000,36,35,0,0,5,0,0.0,1.15
2025-01-02,Keyboard,Delhi,78,1500,117000,170,35,1,0,5,0,0.0,1.15
2025-01-02,Keyboard,Bangalore,87,1500,130500,64,35,0,0,3,0,0.0,1.15
2025-01-02,Keyboard,Chennai,78,1500,117000,133,35,1,0,7,0,0.0,1.15
2025-01-02,Keyboard,Pune,72,1500,108000,138,35,1,0,3,0,0.0,1.15
2025-01-02,Keyboard,Kolkata,82,1500,123000,77,35,1,0,5,0,0.0,1.15
2025-01-02,Keyboard,Ahmedabad,65,1500,97500,146,35,1,0,7,0,0.0,1.15
2025-01-02,Monitor,Hyderabad,37,18000,666000,19,15,0,0,4,0,0.0,1.15
2025-01-02,Monitor,Mumbai,41,18000,738000,87,15,1,0,3,0,0.0,1.15
2025-01-02,Monitor,Delhi,64,18000,1152000,111,15,1,0,6,0,0.0,1.15
2025-01-02,Monitor,Bangalore,64,18000,1152000,95,15,1,0,4,0,0.0,1.15
2025-01-02,Monitor,Chennai,45,18000,810000,23,15,0,0,7,0,0.0,1.15
2025-01-02,Monitor,Pune,52,18000,936000,61,15,1,0,7,0,0.0,1.15
2025-01-02,Monitor,Kolkata,70,18000,1260000,24,15,0,0,5,0,0.0,1.15
2025-01-02,Monitor,Ahmedabad,57,18000,1026000,42,15,0,0,6,0,0.0,1.15
2025-01-02,Mouse,Hyderabad,99,800,79200,46,50,1,1,7,0,0.0,1.15
2025-01-02,Mouse,Mumbai,101,800,80800,81,50,1,0,4,0,0.0,1.15
2025-01-02,Mouse,Delhi,121,800,96800,163,50,1,0,3,0,0.0,1.15
2025-01-02,Mouse,Bangalore,104,800,83200,157,50,1,0,7,0,0.0,1.15
2025-01-02,Mouse,Chennai,88,800,70400,77,50,1,0,7,0,0.0,1.15
2025-01-02,Mouse,Pune,94,800,75200,61,50,1,0,6,0,0.0,1.15
2025-01-02,Mouse,Kolkata,115,800,92000,41,50,1,1,4,0,0.0,1.15
2025-01-02,Mouse,Ahmedabad,107,800,85600,48,50,1,1,5,0,0.0,1.15
2025-01-02,Printer,Hyderabad,21,12000,252000,76,10,1,0,2,0,0.0,1.15
2025-01-02,Printer,Mumbai,36,12000,432000,132,10,1,0,6,0,0.0,1.15
2025-01-02,Printer,Delhi,53,12000,636000,35,10,0,0,2,0,0.0,1.15
2025-01-02,Printer,Bangalore,32,12000,384000,19,10,0,0,7,0,0.0,1.15
2025-01-02,Printer,Chennai,55,12000,660000,16,10,0,0,5,0,0.0,1.15
2025-01-02,Printer,Pune,38,12000,456000,106,10,0,0,6,0,0.0,1.15
2025-01-02,Printer,Kolkata,31,12000,372000,35,10,0,0,7,0,0.0,1.15
2025-01-02,Printer,Ahmedabad,31,12000,372000,99,10,1,0,5,0,0.0,1.15
2025-01-02,Speaker,Hyderabad,61,4000,244000,41,25,1,0,7,0,0.0,1.15
2025-01-02,Speaker,Mumbai,63,4000,252000,156,25,1,0,6,0,0.0,1.15
2025-01-02,Speaker,Delhi,68,4000,272000,66,25,1,0,4,0,0.0,1.15
2025-01-02,Speaker,Bangalore,60,4000,240000,111,25,1,0,4,0,0.0,1.15
2025-01-02,Speaker,Chennai,66,4000,264000,65,25,1,0,2,0,0.0,1.15
2025-01-02,Speaker,Pune,66,4000,264000,58,25,1,0,3,0,0.0,1.15
2025-01-02,Speaker,Kolkata,69,4000,276000,64,25,1,0,4,0,0.0,1.15
2025-01-02,Speaker,Ahmedabad,55,4000,220000,88,25,1,0,2,0,0.0,1.15
2025-01-03,Laptop,Hyderabad,64,55000,3520000,37,20,1,0,6,0,0.0,1.15
2025-01-03,Laptop,Mumbai,53,55000,2915000,48,20,1,0,5,0,0.0,1.15
2025-01-03,Laptop,Delhi,67,55000,3685000,67,20,1,0,3,0,0.0,1.15
2025-01-03,Laptop,Bangalore,54,55000,2970000,27,20,0,0,2,0,0.0,1.15
2025-01-03,Laptop,Chennai,52,55000,2860000,27,20,0,0,4,0,0.0,1.15
2025-01-03,Laptop,Pune,56,55000,3080000,82,20,0,0,7,0,0.0,1.15
2025-01-03,Laptop,Kolkata,69,55000,3795000,43,20,0,0,3,0,0.0,1.15
2025-01-03,Laptop,Ahmedabad,76,55000,4180000,89,20,1,0,2,0,0.0,1.15
2025-01-03,Mobile,Hyderabad,81,20000,1620000,53,30,1,0,6,0,0.0,1.15
2025-01-03,Mobile,Mumbai,80,20000,1600000,100,30,1,0,4,0,0.0,1.15
2025-01-03,Mobile,Delhi,86,20000,1720000,92,30,1,0,4,0,0.0,1.15
2025-01-03,Mobile,Bangalore,92,20000,1840000,71,30,1,0,3,0,0.0,1.15
2025-01-03,Mobile,Chennai,88,20000,1760000,32,30,1,0,4,0,0.0,1.15
2025-01-03,Mobile,Pune,89,20000,1780000,123,30,1,0,5,0,0.0,1.15
2025-01-03,Mobile,Kolkata,92,20000,1840000,94,30,1,0,5,0,0.0,1.15
2025-01-03,Mobile,Ahmedabad,98,20000,1960000,46,30,1,0,3,0,0.0,1.15
2025-01-03,Tablet,Hyderabad,59,30000,1770000,67,25,1,0,5,0,0.0,1.15
2025-01-03,Tablet,Mumbai,41,30000,1230000,86,25,0,0,2,0,0.0,1.15
2025-01-03,Tablet,Delhi,65,30000,1950000,67,25,0,0,6,0,0.0,1.15
2025-01-03,Tablet,Bangalore,63,30000,1890000,44,25,0,0,5,0,0.0,1.15
2025-01-03,Tablet,Chennai,47,30000,1410000,123,25,1,0,6,0,0.0,1.15
2025-01-03,Tablet,Pune,59,30000,1770000,40,25,0,0,4,0,0.0,1.15
2025-01-03,Tablet,Kolkata,57,30000,1710000,46,25,1,0,5,0,0.0,1.15
2025-01-03,Tablet,Ahmedabad,52,30000,1560000,52,25,0,0,6,0,0.0,1.15
2025-01-03,Headphones,Hyderabad,86,3000,258000,124,40,1,0,2,0,0.0,1.15
2025-01-03,Headphones,Mumbai,71,3000,213000,153,40,1,0,2,0,0.0,1.15
2025-01-03,Headphones,Delhi,74,3000,222000,45,40,0,0,5,0,0.0,1.15
2025-01-03,Headphones,Bangalore,78,3000,234000,147,40,1,0,6,0,0.0,1.15
2025-01-03,Headphones,Chennai,77,3000,231000,81,40,1,0,5,0,0.0,1.15
2025-01-03,Headphones,Pune,66,3000,198000,100,40,1,0,5,0,0.0,1.15
2025-01-03,Headphones,Kolkata,79,3000,237000,124,40,1,0,7,0,0.0,1.15
2025-01-03,Headphones,Ahmedabad,83,3000,249000,113,40,1,0,5,0,0.0,1.15
2025-01-03,Smartwatch,Hyderabad,37,8000,296000,35,20,0,0,6,0,0.0,1.15
2025-01-03,Smartwatch,Mumbai,49,8000,392000,23,20,0,0,2,0,0.0,1.15
2025-01-03,Smartwatch,Delhi,61,8000,488000,137,20,1,0,6,0,0.0,1.15
2025-01-03,Smartwatch,Bangalore,55,8000,440000,25,20,0,0,4,0,0.0,1.15
2025-01-03,Smartwatch,Chennai,54,8000,432000,24,20,0,0,5,0,0.0,1.15
2025-01-03,Smartwatch,Pune,49,8000,392000,33,20,0,0,4,0,0.0,1.15
2025-01-03,Smartwatch,Kolkata,32,8000,256000,73,20,1,0,3,0,0.0,1.15
2025-01-03,Smartwatch,Ahmedabad,36,8000,288000,107,20,1,0,6,0,0.0,1.15
2025-01-03,Keyboard,Hyderabad,78,1500,117000,106,35,1,0,5,0,0.0,1.15
2025-01-03,Keyboard,Mumbai,79,1500,118500,51,35,1,0,5,0,0.0,1.15
2025-01-03,Keyboard,Delhi,75,1500,112500,95,35,0,0,5,0,0.0,1.15
2025-01-03,Keyboard,Bangalore,91,1500,136500,77,35,1,0,6,0,0.0,1.15
2025-01-03,Keyboard,Chennai,81,1500,121500,52,35,0,0,4,0,0.0,1.15
2025-01-03,Keyboard,Pune,75,1500,112500,63,35,0,0,6,0,0.0,1.15
2025-01-03,Keyboard,Kolkata,70,1500,105000,108,35,1,0,2,0,0.0,1.15
2025-01-03,Keyboard,Ahmedabad,89,1500,133500,57,35,0,0,7,0,0.0,1.15
2025-01-03,Monitor,Hyderabad,53,18000,954000,112,15,1,0,5,0,0.0,1.15
2025-01-03,Monitor,Mumbai,62,18000,1116000,25,15,0,0,2,0,0.0,1.15
2025-01-03,Monitor,Delhi,60,18000,1080000,51,15,0,0,6,0,0.0,1.15
2025-01-03,Monitor,Bangalore,45,18000,810000,50,15,0,0,3,0,0.0,1.15
2025-01-03,Monitor,Chennai,53,18000,954000,29,15,1,0,3,0,0.0,1.15
2025-01-03,Monitor,Pune,56,18000,1008000,124,15,1,0,3,0,0.0,1.15
2025-01-03,Monitor,Kolkata,57,18000,1026000,85,15,1,0,6,0,0.0,1.15
2025-01-03,Monitor,Ahmedabad,51,18000,918000,103,15,1,0,6,0,0.0,1.15
2025-01-03,Mouse,Hyderabad,98,800,78400,53,50,1,0,3,0,0.0,1.15
2025-01-03,Mouse,Mumbai,108,800,86400,89,50,1,0,4,0,0.0,1.15
2025-01-03,Mouse,Delhi,99,800,79200,64,50,0,0,7,0,0.0,1.15
2025-01-03,Mouse,Bangalore,112,800,89600,148,50,1,0,3,0,0.0,1.15
2025-01-03,Mouse,Chennai,111,800,88800,43,50,1,1,6,0,0.0,1.15
2025-01-03,Mouse,Pune,98,800,78400,16,50,1,1,2,0,0.0,1.15
2025-01-03,Mouse,Kolkata,93,800,74400,17,50,1,1,7,0,0.0,1.15
2025-01-03,Mouse,Ahmedabad,108,800,86400,60,50,1,0,7,0,0.0,1.15
2025-01-03,Printer,Hyderabad,33,12000,396000,43,10,0,0,6,0,0.0,1.15
2025-01-03,Printer,Mumbai,25,12000,300000,107,10,0,0,6,0,0.0,1.15
2025-01-03,Printer,Delhi,42,12000,504000,52,10,1,0,3,0,0.0,1.15
2025-01-03,Printer,Bangalore,25,12000,300000,85,10,1,0,4,0,0.0,1.15
2025-01-03,Printer,Chennai,19,12000,228000,117,10,1,0,5,0,0.0,1.15
2025-01-03,Printer,Pune,35,12000,420000,71,10,0,0,6,0,0.0,1.15
2025-01-03,Printer,Kolkata,30,12000,360000,85,10,1,0,3,0,0.0,1.15
2025-01-03,Printer,Ahmedabad,19,12000,228000,80,10,0,0,7,0,0.0,1.15
2025-01-03,Speaker,Hyderabad,71,4000,284000,97,25,1,0,7,0,0.0,1.15
2025-01-03,Speaker,Mumbai,74,4000,296000,82,25,0,0,4,0,0.0,1.15
2025-01-03,Speaker,Delhi,61,4000,244000,107,25,1,0,7,0,0.0,1.15
2025-01-03,Speaker,Bangalore,55,4000,220000,56,25,0,0,7,0,0.0,1.15
2025-01-03,Speaker,Chennai,59,4000,236000,101,25,1,0,6,0,0.0,1.15
2025-01-03,Speaker,Pune,63,4000,252000,98,25,1,0,3,0,0.0,1.15
2025-01-03,Speaker,Kolkata,84,4000,336000,110,25,1,0,5,0,0.0,1.15
2025-01-03,Speaker,Ahmedabad,63,4000,252000,25,25,0,0,2,0,0.0,1.15
2025-01-04,Laptop,Hyderabad,73,55000,4015000,46,20,1,0,3,0,0.0,1.15
2025-01-04,Laptop,Mumbai,58,55000,3190000,98,20,1,0,4,0,0.0,1.15
2025-01-04,Laptop,Delhi,67,55000,3685000,82,20,1,0,7,0,0.0,1.15
2025-01-04,Laptop,Bangalore,79,55000,4345000,41,20,1,0,3,0,0.0,1.15
2025-01-04,Laptop,Chennai,60,55000,3300000,73,20,1,0,5,0,0.0,1.15
2025-01-04,Laptop,Pune,63,55000,3465000,84,20,1,0,3,0,0.0,1.15
2025-01-04,Laptop,Kolkata,58,55000,3190000,82,20,1,0,6,0,0.0,1.15
2025-01-04,Laptop,Ahmedabad,78,55000,4290000,95,20,1,0,3,0,0.0,1.15
2025-01-04,Mobile,Hyderabad,88,20000,1760000,52,30,1,0,2,0,0.0,1.15
2025-01-04,Mobile,Mumbai,109,20000,2180000,112,30,1,0,3,0,0.0,1.15
2025-01-04,Mobile,Delhi,85,20000,1700000,146,30,1,0,3,0,0.0,1.15
2025-01-04,Mobile,Bangalore,94,20000,1880000,96,30,1,0,2,0,0.0,1.15
2025-01-04,Mobile,Chennai,88,20000,1760000,11,30,1,1,7,0,0.0,1.15
2025-01-04,Mobile,Pune,96,20000,1920000,134,30,1,0,5,0,0.0,1.15
2025-01-04,Mobile,Kolkata,87,20000,1740000,61,30,1,0,2,0,0.0,1.15
2025-01-04,Mobile,Ahmedabad,77,20000,1540000,53,30,1,0,3,0,0.0,1.15
2025-01-04,Tablet,Hyderabad,49,30000,1470000,156,25,1,0,2,0,0.0,1.15
2025-01-04,Tablet,Mumbai,64,30000,1920000,91,25,1,0,4,0,0.0,1.15
2025-01-04,Tablet,Delhi,53,30000,1590000,86,25,1,0,4,0,0.0,1.15
2025-01-04,Tablet,Bangalore,59,30000,1770000,68,25,1,0,4,0,0.0,1.15
2025-01-04,Tablet,Chennai,49,30000,1470000,74,25,0,0,6,0,0.0,1.15
2025-01-04,Tablet,Pune,58,30000,1740000,110,25,1,0,3,0,0.0,1.15
2025-01-04,Tablet,Kolkata,64,30000,1920000,73,25,1,0,3,0,0.0,1.15
2025-01-04,Tablet,Ahmedabad,40,30000,1200000,99,25,1,0,7,0,0.0,1.15
2025-01-04,Headphones,Hyderabad,64,3000,192000,60,40,0,0,6,0,0.0,1.15
2025-01-04,Headphones,Mumbai,77,3000,231000,76,40,0,0,6,0,0.0,1.15
2025-01-04,Headphones,Delhi,70,3000,210000,111,40,1,0,6,0,0.0,1.15
2025-01-04,Headphones,Bangalore,58,3000,174000,89,40,0,0,4,0,0.0,1.15
2025-01-04,Headphones,Chennai,75,3000,225000,82,40,1,0,7,0,0.0,1.15
2025-01-04,Headphones,Pune,71,3000,213000,93,40,1,0,7,0,0.0,1.15
2025-01-04,Headphones,Kolkata,85,3000,255000,180,40,1,0,3,0,0.0,1.15
2025-01-04,Headphones,Ahmedabad,67,3000,201000,46,40,0,0,2,0,0.0,1.15
2025-01-04,Smartwatch,Hyderabad,57,8000,456000,128,20,1,0,6,0,0.0,1.15
2025-01-04,Smartwatch,Mumbai,50,8000,400000,45,20,1,0,3,0,0.0,1.15
2025-01-04,Smartwatch,Delhi,37,8000,296000,100,20,0,0,5,0,0.0,1.15
2025-01-04,Smartwatch,Bangalore,44,8000,352000,123,20,1,0,6,0,0.0,1.15
2025-01-04,Smartwatch,Chennai,38,8000,304000,133,20,1,0,3,0,0.0,1.15
2025-01-04,Smartwatch,Pune,32,8000,256000,103,20,1,0,5,0,0.0,1.15
2025-01-04,Smartwatch,Kolkata,48,8000,384000,25,20,0,0,7,0,0.0,1.15
2025-01-04,Smartwatch,Ahmedabad,42,8000,336000,65,20,0,0,2,0,0.0,1.15
2025-01-04,Keyboard,Hyderabad,80,1500,120000,138,35,1,0,7,0,0.0,1.15
2025-01-04,Keyboard,Mumbai,81,1500,121500,76,35,1,0,5,0,0.0,1.15
2025-01-04,Keyboard,Delhi,84,1500,126000,115,35,1,0,4,0,0.0,1.15
2025-01-04,Keyboard,Bangalore,81,1500,121500,138,35,1,0,2,0,0.0,1.15
2025-01-04,Keyboard,Chennai,75,1500,112500,123,35,1,0,7,0,0.0,1.15
2025-01-04,Keyboard,Pune,81,1500,121500,95,35,1,0,3,0,0.0,1.15
2025-01-04,Keyboard,Kolkata,68,1500,102000,40,35,0,0,6,0,0.0,1.15
2025-01-04,Keyboard,Ahmedabad,81,1500,121500,81,35,1,0,2,0,0.0,1.15
2025-01-04,Monitor,Hyderabad,45,18000,810000,67,15,0,0,5,0,0.0,1.15
2025-01-04,Monitor,Mumbai,49,18000,882000,107,15,1,0,7,0,0.0,1.15
2025-01-04,Monitor,Delhi,47,18000,846000,137,15,1,0,3,0,0.0,1.15
2025-01-04,Monitor,Bangalore,66,18000,1188000,109,15,1,0,5,0,0.0,1.15
2025-01-04,Monitor,Chennai,50,18000,900000,94,15,1,0,5,0,0.0,1.15
2025-01-04,Monitor,Pune,54,18000,972000,70,15,0,0,2,0,0.0,1.15
2025-01-04,Monitor,Kolkata,61,18000,1098000,24,15,0,0,2,0,0.0,1.15
2025-01-04,Monitor,Ahmedabad,44,18000,792000,59,15,0,0,7,0,0.0,1.15
2025-01-04,Mouse,Hyderabad,96,800,76800,68,50,1,0,3,0,0.0,1.15
2025-01-04,Mouse,Mumbai,112,800,89600,111,50,1,0,3,0,0.0,1.15
